Url,Status,Response,Error_Type,Error_Code,Cert_DNS,Cause_Code
https://th.lge.com,Invalid,SSL Issue: consider using the 'Ignore SSL issues' option,NodeSslError,none,"DNS:*.register.lg.com, DNS:register.lg.com",ERR_TLS_CERT_ALTNAME_INVALID
https://thinqenergy.lge.com,Invalid,unable to verify the first certificate,Error,UNABLE_TO_VERIFY_LEAF_SIGNATURE,none,UNABLE_TO_VERIFY_LEAF_SIGNATURE
https://tms.eu.lge.com,Valid,200 OK,none,none,none,none
https://tms2.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://tmsdev.us.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://tmsprod.eu.lge.com,Invalid,SSL Issue: consider using the 'Ignore SSL issues' option,NodeSslError,none,"DNS:tms.eu.lge.com, DNS:www.tms.eu.lge.com",ERR_TLS_CERT_ALTNAME_INVALID
https://tmsqa.us.lge.com,Valid,403 Forbidden,none,none,none,none
https://tmssmtp.us.lge.com,Invalid,timeout of 5000ms exceeded,AxiosError,ECONNABORTED,none,none
https://tmstest.us.lge.com,Valid,403 Forbidden,none,none,none,none
https://tn.lge.com,Invalid,SSL Issue: consider using the 'Ignore SSL issues' option,NodeSslError,none,"DNS:*.register.lg.com, DNS:register.lg.com",ERR_TLS_CERT_ALTNAME_INVALID
https://tn.lge.com,Invalid,SSL Issue: consider using the 'Ignore SSL issues' option,NodeSslError,none,"DNS:*.register.lg.com, DNS:register.lg.com",ERR_TLS_CERT_ALTNAME_INVALID
